Filename,Volume_cm3,Height_m,Alpha,Method,MaxX,MaxY,MaxZ
cluster_45.txt,0.892020,0.010770,,convex,-3.254720,4.357810,6.975440
cluster_46.txt,6.660505,0.019450,,convex,-3.464830,4.421710,6.972040
cluster_47.txt,0.259792,0.005100,,convex,-3.384930,4.427830,6.966780
cluster_48.txt,4.163204,0.029110,,convex,-3.448040,4.503480,6.985360
cluster_49.txt,1.501758,0.012350,,convex,-3.413770,4.562530,6.970590
cluster_5.txt,1.050756,0.008120,,convex,-3.210900,4.196950,6.964160
cluster_50.txt,0.420648,0.005490,,convex,-3.375670,4.567540,6.961490
cluster_51.txt,4.256558,0.022130,,convex,-3.395410,4.510560,6.983530
cluster_52.txt,0.314130,0.015710,,convex,-3.373920,4.534580,6.985170
cluster_53.txt,2.362751,0.013320,,convex,-3.271360,4.483300,6.972540
cluster_54.txt,0.077828,0.005160,,convex,-3.315690,4.421210,6.971800
cluster_55.txt,0.460243,0.006600,,convex,-3.317900,4.454190,6.970140
cluster_56.txt,0.493935,0.009550,,convex,-3.284570,4.408380,6.979270
cluster_57.txt,2.481410,0.018720,,convex,-3.279380,4.457270,6.979420
cluster_58.txt,0.245565,0.005150,,convex,-3.308320,4.484350,6.968280
cluster_59.txt,0.859839,0.010280,,convex,-3.206560,4.463260,6.970020
cluster_6.txt,0.240922,0.004340,,convex,-3.191150,4.222550,6.963620
cluster_60.txt,8.574573,0.043010,,convex,-3.196320,4.490480,7.003320
cluster_61.txt,0.442019,0.006510,,convex,-3.332350,4.532650,6.965440
cluster_62.txt,2.742268,0.016150,,convex,-3.334930,4.513760,6.979260
cluster_63.txt,1.652399,0.013980,,convex,-3.305730,4.586690,6.975750
cluster_64.txt,7.840626,0.027370,,convex,-3.233340,4.514470,6.993740
cluster_65.txt,2.562313,0.018210,,convex,-3.203230,4.529520,6.988650
cluster_66.txt,3.510896,0.024690,,convex,-3.232140,4.575190,6.992620
